timestamp,actual,p10,p50,p90,reliability,temp_corr,p10_base,p90_base,stress_day
2025-05-12 09:45:00,4368.723333333332,4359.4985531538,4708.646607631466,5042.85864350903,HIGH,38.890833333333326,4359.4985531538,5042.85864350903,
2025-05-12 10:00:00,4501.816666666667,4454.107731134461,4807.140714995907,5149.6847977192265,HIGH,39.406666666666666,4454.107731134461,5149.6847977192265,
2025-05-12 10:15:00,4570.29,4530.073446574219,4886.292999209689,5235.362440670767,HIGH,39.662499999999994,4530.073446574219,5235.362440670767,
2025-05-12 10:30:00,4617.78,4586.299661591731,4945.3578491405715,5299.095425776757,HIGH,39.91833333333334,4586.299661591731,5299.095425776757,
2025-05-12 10:45:00,4682.31,4647.322599375851,5009.473347397801,5368.26247359677,HIGH,40.174166666666665,4647.3225993758515,5368.26247359677,
2025-05-12 11:00:00,4780.833333333333,4690.916201724108,5055.899416593422,5418.1032581229865,HIGH,40.43,4690.916201724109,5418.1032581229865,
2025-05-12 11:15:00,4841.4766666666665,4713.361460658109,5080.125014555589,5443.683585497325,HIGH,40.6725,4713.3614606581095,5443.683585497325,
2025-05-12 11:30:00,4898.19,4747.152849837409,5116.153024912848,5482.062308230173,HIGH,40.915,4747.152849837409,5482.062308230173,
2025-05-12 11:45:00,4939.256666666667,4784.878197643659,5156.4083746453125,5524.9945457473505,HIGH,41.157500000000006,4784.878197643659,5524.9945457473505,
2025-05-12 12:00:00,5001.55,4812.271012045308,5189.036929705812,5560.162783127591,HIGH,41.4,4812.271012045308,5560.162783127591,
2025-05-12 12:15:00,5018.87,4844.398326665341,5226.018855161075,5600.0055988541235,HIGH,41.60416666666667,4844.398326665341,5600.005598854123,
2025-05-12 12:30:00,5018.966666666666,4837.950626964731,5221.00200846839,5593.4889659476385,HIGH,41.80833333333333,4837.950626964731,5593.4889659476385,
2025-05-12 12:45:00,5040.376666666667,4822.903734121107,5204.078479000871,5573.257834898176,HIGH,42.0125,4822.903734121107,5573.257834898176,
2025-05-12 13:00:00,4925.013333333333,4703.128398675729,5080.183809148608,5436.509733728573,HIGH,42.21666666666667,4703.128398675729,5436.509733728573,
2025-05-12 13:15:00,4915.743333333333,4716.012712637303,5092.100935872221,5447.902939927889,HIGH,42.19416666666667,4716.012712637303,5447.902939927888,
2025-05-12 13:30:00,5016.723333333333,4764.199780284705,5140.432731065446,5498.937151619919,HIGH,42.17166666666667,4764.199780284705,5498.937151619919,
