,gross_p50,gross_p10,gross_p90,p50,p10,p90,solar_mw
2025-06-12 15:45:00,7513.676594849113,6883.99697784626,8121.995431120915,6437.978887710668,5808.299270707815,7046.2977239824695,1075.6977071384454
2025-06-12 16:00:00,7492.889958208191,6864.929756201954,8097.679917987479,6478.627607797162,5850.667405790925,7083.41756757645,1014.2623504110289
2025-06-12 16:15:00,7424.31775054976,6801.076114342792,8020.665280008236,6474.799069836454,5851.557433629486,7071.14659929493,949.5186807133056
2025-06-12 16:30:00,7420.952358359297,6800.391683788023,8015.587537843496,6539.2744799205875,5918.713805349314,7133.909659404786,881.6778784387099
2025-06-12 16:45:00,7349.987104327256,6733.637141059748,7936.052310499975,6539.02587814386,5922.675914876351,7125.091084316578,810.9612261833962
2025-06-12 17:00:00,7269.657492239978,6657.49879338721,7846.260364355028,6532.058105271572,5919.899406418804,7108.660977386622,737.5993869684062
2025-06-12 17:15:00,7157.415820155126,6548.026721043804,7721.434274453617,6495.584168290294,5886.195069178972,7059.6026225887845,661.8316518648326
2025-06-12 17:30:00,7027.978913626605,6421.5748698931775,7577.727908374496,6444.073754150518,5837.66971041709,6993.8227488984085,583.9051594760874
2025-06-12 17:45:00,6909.971117699939,6306.014943637622,7446.699255959395,6405.897027876794,5801.940853814477,6942.625166136249,504.0740898231455
2025-06-12 18:00:00,6786.232217184872,6184.661579683483,7309.435344822115,6363.633381922727,5762.062744421338,6886.83650955997,422.5988352621451
2025-06-12 18:15:00,6667.360756454606,6073.900226135613,7177.402273909688,6327.615605315959,5734.1550749969665,6837.657122771041,339.74515113864663
2025-06-12 18:30:00,6574.150223150222,5987.929530821131,7073.7450807334,6318.366934201285,5732.146241872195,6817.9617917844635,255.78328894893596
2025-06-12 18:45:00,6536.903446837588,5956.258269779766,7031.870596542047,6365.916332001776,5785.271154943955,6860.883481706235,170.9871148358114
2025-06-12 19:00:00,6486.129351934086,5911.275360954296,6975.1774193624005,6400.496135639934,5825.642144660144,6889.544203068249,85.63321629415198
2025-06-12 19:15:00,6483.47972593665,5911.385479912428,6971.687913052156,6483.47972593665,5911.385479912428,6971.687913052156,1.8369701987210297e-13
2025-06-12 19:30:00,6535.999782069723,5965.079306287261,7029.1108855469565,6535.999782069723,5965.079306287261,7029.1108855469565,0.0
2025-06-12 19:45:00,6592.740641510282,6022.792872688237,7091.283714550103,6592.740641510282,6022.792872688237,7091.283714550103,0.0
2025-06-12 20:00:00,6654.151951322954,6084.984219388196,7158.702543674326,6654.151951322954,6084.984219388196,7158.702543674326,0.0
2025-06-12 20:15:00,6762.337246878395,6188.6132176109895,7277.927244853735,6762.337246878395,6188.6132176109895,7277.927244853735,0.0
2025-06-12 20:30:00,6850.8772988187575,6273.097342111699,7375.593230008233,6850.8772988187575,6273.097342111699,7375.593230008233,0.0
2025-06-12 20:45:00,6964.395935725009,6381.886050497102,7500.890814085431,6964.395935725009,6381.886050497102,7500.890814085431,0.0
2025-06-12 21:00:00,7036.998770429783,6450.871234734416,7581.180108438359,7036.998770429783,6450.871234734416,7581.180108438359,0.0
2025-06-12 21:15:00,7218.39656049062,6626.985049231827,7781.449126332937,7218.39656049062,6626.985049231827,7781.449126332937,0.0
2025-06-12 21:30:00,7304.923432875385,6707.590333731622,7876.7602313392335,7304.923432875385,6707.590333731622,7876.7602313392335,0.0
2025-06-12 21:45:00,7491.060770327933,6877.2390631345415,8080.811489850387,7491.060770327933,6877.2390631345415,8080.811489850387,0.0
2025-06-12 22:00:00,7590.810091738635,6968.45104004147,8190.52107294468,7590.810091738635,6968.45104004147,8190.52107294468,0.0
2025-06-12 22:15:00,7671.985605142487,7041.251425334487,8280.065952499268,7671.985605142487,7041.251425334487,8280.065952499268,0.0
2025-06-12 22:30:00,7750.624938186476,7112.142322623175,8366.955832121594,7750.624938186476,7112.142322623175,8366.955832121594,0.0
2025-06-12 22:45:00,7793.11777946717,7150.046518381479,8414.370167088704,7793.11777946717,7150.046518381479,8414.370167088704,0.0
2025-06-12 23:00:00,7795.152102918743,7150.810794665052,8417.555079694881,7795.152102918743,7150.810794665052,8417.555079694881,0.0
