,actual,p10,p50,p90,reliability,temp_corr,lag24_imputed,lag48_imputed,prev24_completeness,weather_corr_missing
2025-06-11 12:00:00,6523.993333333333,5910.179839612493,6417.947398684338,6869.586738585833,HIGH,41.04,False,False,1.0,False
2025-06-11 12:15:00,6587.259999999999,5977.887729029605,6486.4626801636105,6943.10565849562,HIGH,41.31583333333333,False,False,1.0,False
2025-06-11 12:30:00,6689.599999999999,6070.285965820804,6580.493020621477,7044.374760651083,HIGH,41.59166666666667,False,False,1.0,False
2025-06-11 12:45:00,6740.656666666667,6120.128240113274,6631.198426711868,7098.432385402045,HIGH,41.86750000000001,False,False,1.0,False
2025-06-11 13:00:00,6675.376666666667,6074.930075619497,6584.851755275886,7046.774902253088,HIGH,42.14333333333334,False,False,1.0,False
2025-06-11 13:15:00,6746.443333333334,6073.947959282702,6583.679388004923,7044.279452677298,HIGH,42.16916666666667,False,False,1.0,False
2025-06-11 13:30:00,6834.736666666667,6109.532598635852,6620.2158376753,7082.834336641007,HIGH,42.195,False,False,1.0,False
2025-06-11 13:45:00,7014.5199999999995,6148.912311333138,6660.913530773065,7125.9117373947865,HIGH,42.22083333333333,False,False,1.0,False
2025-06-11 14:00:00,7140.22,6177.696624833763,6691.956511844649,7158.667297952623,HIGH,42.24666666666666,False,False,1.0,False
2025-06-11 14:15:00,7306.993333333333,6170.788424864606,7031.898865015941,7850.03623665054,LOW,42.285000000000004,True,False,0.9895833333333334,False
2025-06-11 14:30:00,7392.59,6307.054717874854,7173.587055573134,8010.687761293193,LOW,42.32333333333333,True,False,0.9791666666666666,False
2025-06-11 14:45:00,7456.2266666666665,6362.584335655991,7231.791586194177,8075.617583456853,LOW,42.361666666666665,True,False,0.96875,False
2025-06-11 15:00:00,7547.696666666667,6450.18332430568,7327.398222977226,8184.225984807545,LOW,42.400000000000006,True,False,0.9583333333333334,False
2025-06-11 15:15:00,7599.063333333333,6479.542649126063,7356.423770735183,8215.569928881305,LOW,42.33583333333334,True,False,0.9479166666666666,False
2025-06-11 15:30:00,7627.656666666667,6495.932841792331,7371.413872169124,8230.650217001896,LOW,42.27166666666667,True,False,0.9375,False
2025-06-11 15:45:00,7609.3,6462.682752011003,7335.245210552087,8187.115706280837,LOW,42.2075,True,False,0.9270833333333334,False
2025-06-11 16:00:00,7586.366666666666,6447.768151753584,7318.60203030376,8166.038910720908,LOW,42.14333333333334,True,False,0.9166666666666666,False
2025-06-11 16:15:00,7503.463333333333,6397.987364685209,7265.543142186836,8103.250542667745,LOW,41.9275,True,False,0.90625,False
2025-06-11 16:30:00,7523.083333333333,6328.52955991193,7192.454621703912,8017.571732881373,LOW,41.71166666666667,True,False,0.8958333333333334,False
2025-06-11 16:45:00,7449.633333333334,6248.66680836787,7108.964769240833,7920.052022855487,LOW,41.49583333333333,True,False,0.8854166666666666,False
2025-06-11 17:00:00,7366.9766666666665,6167.383266661105,7024.400665826341,7821.395124243473,LOW,41.28,True,False,0.875,False
2025-06-11 17:15:00,7245.946666666667,6079.8590201050665,6937.947911073363,7720.821187854619,LOW,40.87583333333333,True,False,0.8645833333333334,False
2025-06-11 17:30:00,7107.106666666667,5995.658297587685,6855.3173714941595,7624.7382202164445,LOW,40.47166666666667,True,False,0.8541666666666666,False
2025-06-11 17:45:00,7003.753333333334,5833.22232163724,6691.6690500854065,7435.853075995432,LOW,40.0675,True,False,0.84375,False
2025-06-11 18:00:00,6878.006666666667,5676.640757786363,6534.431248665322,7254.438103338456,LOW,39.663333333333334,True,False,0.8333333333333334,False
2025-06-11 18:15:00,6738.053333333333,5590.064619434994,6442.465353324727,7147.729034734037,LOW,39.285833333333336,True,False,0.8229166666666666,False
2025-06-11 18:30:00,6637.22,5483.344918913291,6329.823548081339,7017.434833822291,LOW,38.90833333333333,True,False,0.8125,False
2025-06-11 18:45:00,6603.56,5408.8716216461935,6250.963503946146,6926.013888832276,LOW,38.530833333333334,True,False,0.8020833333333334,False
2025-06-11 19:00:00,6556.363333333334,5331.149958241744,6168.9441562200855,6831.103346500384,LOW,38.15333333333333,True,False,0.7916666666666666,False
2025-06-11 19:15:00,6565.2733333333335,5276.381719248797,6115.202305729119,6768.9065756081945,LOW,37.85583333333334,True,False,0.78125,False
2025-06-11 19:30:00,6652.3,5236.610314454985,6077.217979341028,6724.919300062791,LOW,37.55833333333333,True,False,0.7708333333333334,False
2025-06-11 19:45:00,6722.866666666666,5299.472963357587,6146.101513669059,6803.6327291998405,LOW,37.26083333333333,True,False,0.7604166666666666,False
2025-06-11 20:00:00,6819.336666666666,5288.700140568029,6138.507006271253,6794.7772119595165,LOW,36.96333333333334,True,False,0.75,False
2025-06-11 20:15:00,6982.936666666667,5290.3419253197835,6140.881720958595,6797.389480847314,LOW,36.49666666666666,True,False,0.7395833333333334,False
2025-06-11 20:30:00,7114.643333333333,5315.6536678163375,6167.911178136309,6828.416548642993,LOW,36.03,True,False,0.7291666666666666,False
2025-06-11 20:45:00,7276.063333333334,5378.30881610389,6233.7839900792615,6904.129517317537,LOW,35.56333333333333,True,False,0.71875,False
2025-06-11 21:00:00,7385.856666666667,5402.32410271087,6259.448246758155,6933.865960342359,LOW,35.096666666666664,True,False,0.7083333333333334,False
2025-06-11 21:15:00,7613.216666666667,5549.119690656434,6406.722114080213,7102.993955107927,LOW,34.83333333333333,True,False,0.6979166666666666,False
2025-06-11 21:30:00,7685.793333333332,5720.794070381032,6579.782655167296,7301.826922811383,LOW,34.57,True,False,0.6875,False
2025-06-11 21:45:00,7887.196666666667,5852.131643712299,6710.7767485593995,7452.544048880259,LOW,34.306666666666665,True,False,0.6770833333333334,False
2025-06-11 22:00:00,7989.136666666666,5975.143278733242,6832.964596598774,7593.2858322206175,LOW,34.04333333333333,True,False,0.6666666666666666,False
2025-06-11 22:15:00,8070.233333333334,6066.402399156973,6930.988124040805,7706.750648715335,LOW,33.62833333333333,True,False,0.65625,False
2025-06-11 22:30:00,8143.7733333333335,6166.408529452481,7037.902398238493,7830.526392126243,LOW,33.21333333333333,True,False,0.6458333333333334,False
2025-06-11 22:45:00,8180.7699999999995,6249.535200497464,7127.028665035129,7934.011007352593,LOW,32.79833333333333,True,False,0.6354166666666666,False
